webpageID,labels,ac,access,accessories,add,ads,advantage,apply,atom,available,back,balance,battery,bit,business,buy,call,card,cart,celeron,center,chat,choose,click,cloud,cm,code,com,community,compliance,contact,core,credit,customer,customers,customize,data,date,day,days,dbc,design,desktop,display,double,drive,drives,dual,email,emails,energy,english,enterprise,environment,environmental,except,extra,factor,features,financing,fips,form,free,full,gb,gen,generation,get,ghz,gif,graphics,hard,hardware,hd,height,help,high,home,includes,information,inside,inspiron,integrated,intel,issues,itanium,keyboard,kg,laptop,latitude,law,lbs,learn,legal,logo,low,make,management,md,member,memory,microsoft,mm,mo,monthly,nd,network,networking,new,offers,one,operating,optional,options,optiplex,order,page,payment,pdf,pentium,performance,plus,port,ports,power,poweredge,precision,premier,price,privacy,pro,processor,product,products,professional,promotional,prosupport,protection,purchase,purchases,read,reader,register,regulatory,remote,return,rewards,sale,savings,security,see,separately,series,server,servers,service,services,ship,shipping,ships,shop,sign,site,small,smart,software,solutions,starting,statement,storage,support,system,systems,tb,technology,terms,th,time,tm,top,total,touch,trademarks,us,usb,used,using,valid,via,video,view,vpro,warranty,weight,windows,wireless,work,wyse,xeon,xps,year
005565_,laptops,0.0,0.0,5.0,0.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,3.0,0.0,1.0,1.0,11.0,0.0,0.0,11.0,1.0,2.0,4.0,1.0,19.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,17.0,9.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,2.0,0.0,0.0,2.0,4.0,1.0,2.0,5.0,17.0,1.0,7.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,8.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,35.0,0.0
005568_,document_,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,1.0,1.0,0.0,9.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
005583_,desktops,0.0,1.0,0.0,0.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
005584_,document_,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
005617_,laptops,6.0,0.0,6.0,0.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,9.0,36.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,7.0,0.0,8.0,0.0,0.0,1.0,2.0,2.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,13.0,1.0,4.0,3.0,4.0,1.0,4.0,5.0,0.0,4.0,0.0,1.0,1.0,15.0,7.0,1.0,9.0,8.0,0.0,19.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,2.0,22.0,5.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,11.0,9.0,2.0,1.0,1.0,0.0,7.0,4.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,7.0,3.0,0.0,3.0,3.0,4.0,5.0,0.0,5.0,11.0,0.0,6.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,46.0,8.0,1.0,0.0,3.0,0.0,4.0
005658_,enterprise-products,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,6.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,6.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,9.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,16.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
005667_,document_,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,9.0,0.0,4.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,15.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0
005689_,laptops,0.0,1.0,1.0,0.0,2.0,5.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,11.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,0.0,6.0,0.0,10.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,7.0,1.0,0.0,2.0,0.0,1.0,6.0,8.0,0.0,4.0,0.0,1.0,4.0,4.0,1.0,2.0,0.0,2.0,4.0,4.0,0.0,1.0,10.0,38.0,0.0,27.0,1.0,2.0,2.0,0.0,15.0,7.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,2.0,2.0,3.0,5.0,0.0,1.0,0.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,7.0,9.0,2.0,1.0,1.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,2.0,2.0,6.0,3.0,2.0,2.0,1.0,4.0,8.0,1.0,9.0,7.0,0.0,9.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0
005735_,desktops,0.0,1.0,2.0,11.0,2.0,13.0,7.0,2.0,1.0,23.0,2.0,1.0,3.0,26.0,6.0,2.0,11.0,6.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,7.0,1.0,3.0,3.0,1.0,15.0,16.0,1.0,1.0,6.0,1.0,1.0,7.0,2.0,2.0,6.0,8.0,0.0,7.0,19.0,4.0,3.0,1.0,2.0,6.0,6.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,8.0,0.0,2.0,16.0,0.0,19.0,1.0,11.0,23.0,3.0,1.0,11.0,15.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,1.0,9.0,0.0,1.0,28.0,1.0,2.0,5.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,6.0,1.0,0.0,0.0,7.0,4.0,0.0,9.0,6.0,2.0,7.0,1.0,0.0,7.0,0.0,2.0,1.0,7.0,3.0,0.0,6.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,13.0,2.0,5.0,13.0,3.0,3.0,10.0,1.0,1.0,2.0,2.0,10.0,1.0,7.0,7.0,5.0,3.0,8.0,30.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,4.0,1.0,8.0,6.0,2.0,1.0,1.0,3.0,9.0,0.0,1.0,7.0,2.0,4.0,7.0,4.0,0.0,7.0,2.0,4.0,10.0,2.0,12.0,8.0,6.0,0.0,3.0,4.0,19.0,2.0,8.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,16.0,5.0,2.0,0.0,3.0,0.0,4.0
005738_,enterprise-products,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,1.0,1.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
005804_,laptops,0.0,5.0,11.0,0.0,2.0,3.0,3.0,2.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,2.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,9.0,3.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,4.0,0.0,9.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,3.0,0.0,1.0,7.0,3.0,2.0,1.0,0.0,12.0,0.0,1.0,3.0,2.0,7.0,12.0,0.0,4.0,4.0,3.0,1.0,2.0,10.0,0.0,0.0,13.0,3.0,2.0,2.0,1.0,10.0,0.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,11.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,1.0,5.0,22.0,5.0,2.0,1.0,0.0,11.0,2.0,0.0,0.0,0.0,7.0,4.0,3.0,7.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,16.0,5.0,0.0,1.0,6.0,4.0,1.0,1.0,7.0,23.0,0.0,6.0,3.0,3.0,6.0,3.0,2.0,1.0,3.0,1.0,5.0,2.0,7.0,0.0,3.0,2.0,3.0,0.0,3.0,31.0,8.0
005819_,laptops,5.0,4.0,3.0,0.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,11.0,43.0,3.0,0.0,3.0,7.0,1.0,4.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,5.0,0.0,3.0,0.0,8.0,0.0,3.0,1.0,2.0,1.0,23.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,4.0,6.0,8.0,5.0,0.0,4.0,2.0,13.0,11.0,1.0,9.0,0.0,4.0,20.0,3.0,2.0,3.0,0.0,5.0,14.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,9.0,9.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,24.0,3.0,3.0,4.0,11.0,1.0,7.0,9.0,2.0,3.0,2.0,1.0,0.0,5.0,1.0,14.0,9.0,2.0,1.0,3.0,0.0,2.0,6.0,0.0,0.0,7.0,5.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,7.0,5.0,0.0,2.0,1.0,22.0,7.0,1.0,0.0,7.0,4.0,1.0,1.0,7.0,14.0,0.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,6.0,0.0,58.0,10.0,2.0,0.0,3.0,0.0,4.0
005872_,dell-tablets,5.0,0.0,7.0,9.0,2.0,12.0,7.0,14.0,1.0,28.0,2.0,1.0,3.0,31.0,6.0,3.0,9.0,6.0,2.0,0.0,5.0,9.0,1.0,0.0,0.0,7.0,1.0,3.0,3.0,1.0,5.0,16.0,5.0,2.0,6.0,1.0,1.0,8.0,8.0,2.0,3.0,1.0,5.0,8.0,9.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,8.0,0.0,2.0,16.0,2.0,19.0,2.0,0.0,24.0,3.0,1.0,4.0,9.0,3.0,6.0,4.0,10.0,0.0,3.0,0.0,1.0,9.0,0.0,0.0,23.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,6.0,3.0,1.0,0.0,7.0,1.0,4.0,12.0,6.0,2.0,7.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,6.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,13.0,2.0,30.0,11.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,10.0,1.0,0.0,7.0,5.0,1.0,11.0,30.0,2.0,7.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,1.0,11.0,6.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.0,2.0,2.0,8.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,13.0,14.0,6.0,5.0,3.0,2.0,9.0,3.0,8.0,2.0,2.0,1.0,0.0,2.0,4.0,6.0,13.0,1.0,2.0,0.0,3.0,0.0,3.0
005880_,enterprise-products,5.0,4.0,0.0,0.0,2.0,6.0,1.0,2.0,9.0,2.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,8.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,9.0,1.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,7.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,9.0,0.0,5.0,10.0,7.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,28.0,45.0,7.0,1.0,13.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,12.0,2.0,4.0,25.0,20.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,6.0,0.0,9.0,3.0,1.0,3.0,0.0,1.0,23.0,1.0,2.0,3.0,6.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,5.0,2.0,0.0,2.0,3.0,9.0,3.0,6.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0
005898_,laptops,8.0,3.0,3.0,12.0,2.0,15.0,9.0,2.0,4.0,30.0,2.0,11.0,4.0,42.0,8.0,2.0,6.0,8.0,5.0,6.0,5.0,8.0,1.0,0.0,0.0,9.0,1.0,3.0,8.0,1.0,16.0,20.0,1.0,1.0,8.0,1.0,1.0,11.0,10.0,2.0,3.0,0.0,9.0,9.0,22.0,2.0,10.0,1.0,2.0,6.0,4.0,0.0,5.0,8.0,1.0,1.0,0.0,5.0,10.0,0.0,2.0,18.0,1.0,28.0,1.0,9.0,31.0,8.0,1.0,6.0,16.0,4.0,13.0,0.0,9.0,1.0,13.0,6.0,3.0,9.0,0.0,12.0,28.0,2.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,3.0,9.0,2.0,0.0,0.0,9.0,11.0,0.0,0.0,8.0,2.0,9.0,6.0,0.0,1.0,1.0,2.0,1.0,2.0,23.0,0.0,8.0,4.0,2.0,0.0,2.0,5.0,0.0,0.0,5.0,10.0,0.0,1.0,0.0,17.0,2.0,7.0,17.0,6.0,4.0,14.0,1.0,3.0,2.0,3.0,12.0,1.0,5.0,9.0,10.0,5.0,12.0,36.0,2.0,9.0,24.0,0.0,1.0,8.0,0.0,0.0,11.0,2.0,1.0,10.0,8.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,9.0,2.0,0.0,14.0,2.0,0.0,2.0,0.0,4.0,10.0,1.0,11.0,14.0,8.0,0.0,3.0,5.0,13.0,2.0,10.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0,28.0,12.0,4.0,0.0,3.0,0.0,4.0
005901_,document_,0.0,4.0,0.0,0.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,6.0,78.0,6.0,0.0,1.0,1.0,3.0,0.0,3.0,7.0,3.0,4.0,12.0,1.0,19.0,1.0,0.0,2.0,2.0,1.0,7.0,0.0,0.0,4.0,1.0,3.0,1.0,2.0,12.0,0.0,5.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,9.0,5.0,2.0,0.0,4.0,9.0,0.0,2.0,20.0,1.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,13.0,2.0,2.0,0.0,0.0,1.0,11.0,2.0,0.0,2.0,77.0,2.0,18.0,5.0,0.0,0.0,7.0,30.0,5.0,0.0,1.0,2.0,9.0,2.0,11.0,9.0,0.0,1.0,10.0,3.0,4.0,3.0,78.0,0.0,0.0,1.0,0.0,1.0,9.0,2.0,2.0,11.0,0.0,1.0,5.0,5.0,10.0,1.0,13.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,61.0,0.0,2.0,10.0,30.0,4.0,11.0,0.0,11.0,4.0,1.0,15.0,16.0,3.0,0.0,0.0,3.0,6.0,0.0,2.0,2.0,2.0,2.0,18.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,5.0,0.0,6.0
